"industry","industry_count","field","field_count"
"NGO / Non-Profit Associations",8245,"Administration / Secretarial +NGO/Non-Profit +Transportation and Driving +",1
"NGO / Non-Profit Associations",8245,"Administration / Secretarial +Procurement / Store-keeping / Supply Chain +",7
"NGO / Non-Profit Associations",8245,"Administration / Secretarial +Project Management +",10
"NGO / Non-Profit Associations",8245,"Administration / Secretarial +Real Estate +",2
"NGO / Non-Profit Associations",8245,"Administration / Secretarial +Research / Data Analysis +",1
"NGO / Non-Profit Associations",8245,"Administration / Secretarial +Sales / Marketing +",5
"NGO / Non-Profit Associations",8245,"Administration / Secretarial +Transportation and Driving +",4
"NGO / Non-Profit Associations",8245,"Agriculture/Agro-Allied +",92
"NGO / Non-Profit Associations",8245,"Agriculture/Agro-Allied + NGO/Non-Profit +",1
"NGO / Non-Profit Associations",8245,"Agriculture/Agro-Allied +Consultancy +",3
"NGO / Non-Profit Associations",8245,"Agriculture/Agro-Allied +Consultancy +NGO/Non-Profit +",1
"NGO / Non-Profit Associations",8245,"Agriculture/Agro-Allied +Education / Teaching +NGO/Non-Profit +",1
"NGO / Non-Profit Associations",8245,"Agriculture/Agro-Allied +Engineering / Technical +",1
"NGO / Non-Profit Associations",8245,"Agriculture/Agro-Allied +Finance / Accounting / Audit +",1
"NGO / Non-Profit Associations",8245,"Agriculture/Agro-Allied +Finance / Accounting / Audit +ICT / Computer +NGO/Non-Profit +Procurement / Store-keeping / Supply Chain +Sales / Marketing +",1
"NGO / Non-Profit Associations",8245,"Agriculture/Agro-Allied +General +",2
"NGO / Non-Profit Associations",8245,"Agriculture/Agro-Allied +Graduate Jobs / Internships +",3
"NGO / Non-Profit Associations",8245,"Agriculture/Agro-Allied +Human Resources / HR +Sales / Marketing +",1
"NGO / Non-Profit Associations",8245,"Agriculture/Agro-Allied +ICT / Computer +NGO/Non-Profit +Project Management +",1
"NGO / Non-Profit Associations",8245,"Agriculture/Agro-Allied +Insurance +NGO/Non-Profit +",1
"NGO / Non-Profit Associations",8245,"Agriculture/Agro-Allied +Janitorial Services +",1
"NGO / Non-Profit Associations",8245,"Agriculture/Agro-Allied +Medical / Health +NGO/Non-Profit +",1
"NGO / Non-Profit Associations",8245,"Agriculture/Agro-Allied +Medical / Health +NGO/Non-Profit +Project Management +",1
"NGO / Non-Profit Associations",8245,"Agriculture/Agro-Allied +NGO/Non-Profit +",36
"NGO / Non-Profit Associations",8245,"Agriculture/Agro-Allied +NGO/Non-Profit +Procurement / Store-keeping / Supply Chain +",1
"NGO / Non-Profit Associations",8245,"Agriculture/Agro-Allied +NGO/Non-Profit +Project Management +",8
"NGO / Non-Profit Associations",8245,"Agriculture/Agro-Allied +NGO/Non-Profit +Research / Data Analysis +",2
"NGO / Non-Profit Associations",8245,"Agriculture/Agro-Allied +Procurement / Store-keeping / Supply Chain +",1
"NGO / Non-Profit Associations",8245,"Agriculture/Agro-Allied +Project Management +",3
"NGO / Non-Profit Associations",8245,"Agriculture/Agro-Allied +Research / Data Analysis +",2
"NGO / Non-Profit Associations",8245,"Agriculture/Agro-Allied +Sales / Marketing +",2
"NGO / Non-Profit Associations",8245,"Art / Crafts / Languages +",4
"NGO / Non-Profit Associations",8245,"Art / Crafts / Languages +Education / Teaching +",3
"NGO / Non-Profit Associations",8245,"Art / Crafts / Languages +ICT / Computer +",1
"NGO / Non-Profit Associations",8245,"Aviation / Airline +",8
"NGO / Non-Profit Associations",8245,"Aviation / Airline +Engineering / Technical +",1
"NGO / Non-Profit Associations",8245,"Aviation / Airline +Procurement / Store-keeping / Supply Chain +",1
"NGO / Non-Profit Associations",8245,"Banking +",3
"NGO / Non-Profit Associations",8245,"Banking +Engineering / Technical +",1
"NGO / Non-Profit Associations",8245,"Building and Construction +",10
"NGO / Non-Profit Associations",8245,"Building and Construction +Consultancy +",1
"NGO / Non-Profit Associations",8245,"Building and Construction +Education / Teaching +NGO/Non-Profit +",1
"NGO / Non-Profit Associations",8245,"Building and Construction +Engineering / Technical +",5
"NGO / Non-Profit Associations",8245,"Building and Construction +NGO/Non-Profit +",3
"NGO / Non-Profit Associations",8245,"Catering / Confectionery +",9
"NGO / Non-Profit Associations",8245,"Catering / Confectionery + NGO/Non-Profit +",1
"NGO / Non-Profit Associations",8245,"Catering / Confectionery +Education / Teaching +",1
"NGO / Non-Profit Associations",8245,"Catering / Confectionery +Graduate Jobs / Internships +",1
"NGO / Non-Profit Associations",8245,"Catering / Confectionery +Hospitality / Hotel / Restaurant +",1
"NGO / Non-Profit Associations",8245,"Catering / Confectionery +NGO/Non-Profit +",2
"NGO / Non-Profit Associations",8245,"Consultancy +",189
"NGO / Non-Profit Associations",8245,"Consultancy + ICT / Computer +",1
"NGO / Non-Profit Associations",8245,"Consultancy +Customer Care +",1
"NGO / Non-Profit Associations",8245,"Consultancy +Education / Teaching +",2
"NGO / Non-Profit Associations",8245,"Consultancy +Education / Teaching +NGO/Non-Profit +",4
"NGO / Non-Profit Associations",8245,"Consultancy +Engineering / Technical +",2
"NGO / Non-Profit Associations",8245,"Consultancy +Finance / Accounting / Audit +",5
"NGO / Non-Profit Associations",8245,"Consultancy +General +NGO/Non-Profit +",1
"NGO / Non-Profit Associations",8245,"Consultancy +Human Resources / HR +",2
"NGO / Non-Profit Associations",8245,"Consultancy +Human Resources / HR +NGO/Non-Profit +",3
"NGO / Non-Profit Associations",8245,"Consultancy +ICT / Computer +",8
"NGO / Non-Profit Associations",8245,"Consultancy +ICT / Computer +Medical / Health +",1
"NGO / Non-Profit Associations",8245,"Consultancy +ICT / Computer +NGO/Non-Profit +",3
"NGO / Non-Profit Associations",8245,"Consultancy +Law / Legal +",2
"NGO / Non-Profit Associations",8245,"Consultancy +Law / Legal +NGO/Non-Profit +",2
"NGO / Non-Profit Associations",8245,"Consultancy +Media / Advertising / Branding +",3
"NGO / Non-Profit Associations",8245,"Consultancy +Media / Advertising / Branding +NGO/Non-Profit +",8
"NGO / Non-Profit Associations",8245,"Consultancy +Medical / Health +",7
"NGO / Non-Profit Associations",8245,"Consultancy +Medical / Health +NGO/Non-Profit +",9
"NGO / Non-Profit Associations",8245,"Consultancy +NGO/Non-Profit +",115
"NGO / Non-Profit Associations",8245,"Consultancy +NGO/Non-Profit +Project Management +",4
"NGO / Non-Profit Associations",8245,"Consultancy +NGO/Non-Profit +Research / Data Analysis +",9
"NGO / Non-Profit Associations",8245,"Consultancy +Project Management +",2
"NGO / Non-Profit Associations",8245,"Consultancy +Research / Data Analysis +",4
"NGO / Non-Profit Associations",8245,"Consultancy +Sales / Marketing +",1
"NGO / Non-Profit Associations",8245,"Customer Care +",21
"NGO / Non-Profit Associations",8245,"Customer Care + Hospitality / Hotel / Restaurant +",1
"NGO / Non-Profit Associations",8245,"Customer Care +Human Resources / HR +",1
"NGO / Non-Profit Associations",8245,"Customer Care +ICT / Computer +",1
"NGO / Non-Profit Associations",8245,"Customer Care +Media / Advertising / Branding +",1
"NGO / Non-Profit Associations",8245,"Customer Care +NGO/Non-Profit +",2
"NGO / Non-Profit Associations",8245,"Customer Care +NGO/Non-Profit +Sales / Marketing +",1
"NGO / Non-Profit Associations",8245,"Customer Care +Pharmaceutical +",1
"NGO / Non-Profit Associations",8245,"Customer Care +Sales / Marketing +",1
"NGO / Non-Profit Associations",8245,"Customer Care +Transportation and Driving +",1
"NGO / Non-Profit Associations",8245,"Education / Teaching +",143
"NGO / Non-Profit Associations",8245,"Education / Teaching +Engineering / Technical +",3
"NGO / Non-Profit Associations",8245,"Education / Teaching +Graduate Jobs / Internships +",1
"NGO / Non-Profit Associations",8245,"Education / Teaching +Graduate Jobs / Internships +NGO/Non-Profit +",1
"NGO / Non-Profit Associations",8245,"Education / Teaching +Hospitality / Hotel / Restaurant +",3
"NGO / Non-Profit Associations",8245,"Education / Teaching +Human Resources / HR +",3
"NGO / Non-Profit Associations",8245,"Education / Teaching +ICT / Computer +",1
"NGO / Non-Profit Associations",8245,"Education / Teaching +ICT / Computer +NGO/Non-Profit +",1
"NGO / Non-Profit Associations",8245,"Education / Teaching +Logistics +",1
"NGO / Non-Profit Associations",8245,"Education / Teaching +Medical / Health +",1
"NGO / Non-Profit Associations",8245,"Education / Teaching +NGO/Non-Profit +",29
"NGO / Non-Profit Associations",8245,"Education / Teaching +NGO/Non-Profit +Project Management +",4
"NGO / Non-Profit Associations",8245,"Education / Teaching +Security / Intelligence +",1
"NGO / Non-Profit Associations",8245,"Engineering / Technical +",113
"NGO / Non-Profit Associations",8245,"Engineering / Technical +Graduate Jobs / Internships +",2
"NGO / Non-Profit Associations",8245,"Engineering / Technical +Graduate Jobs / Internships +Human Resources / HR +ICT / Computer +Law / Legal +Media / Advertising / Branding +",1
"NGO / Non-Profit Associations",8245,"Engineering / Technical +Human Resources / HR +",1
"NGO / Non-Profit Associations",8245,"Engineering / Technical +ICT / Computer +",7
"NGO / Non-Profit Associations",8245,"Engineering / Technical +ICT / Computer +NGO/Non-Profit +",2
"NGO / Non-Profit Associations",8245,"Engineering / Technical +ICT / Computer +Project Management +",1
"NGO / Non-Profit Associations",8245,"Engineering / Technical +Logistics +",1
"NGO / Non-Profit Associations",8245,"Engineering / Technical +Medical / Health +NGO/Non-Profit +",1
"NGO / Non-Profit Associations",8245,"Engineering / Technical +NGO/Non-Profit +",4
"NGO / Non-Profit Associations",8245,"Engineering / Technical +NGO/Non-Profit +Project Management +",1
"NGO / Non-Profit Associations",8245,"Engineering / Technical +Procurement / Store-keeping / Supply Chain +",1
"NGO / Non-Profit Associations",8245,"Engineering / Technical +Project Management +",6
"NGO / Non-Profit Associations",8245,"Engineering / Technical +Transportation and Driving +",1
"NGO / Non-Profit Associations",8245,"Finance / Accounting / Audit +",523
"NGO / Non-Profit Associations",8245,"Finance / Accounting / Audit + Graduate Jobs / Internships +",1
"NGO / Non-Profit Associations",8245,"Finance / Accounting / Audit +Graduate Jobs / Internships +",26
"NGO / Non-Profit Associations",8245,"Finance / Accounting / Audit +Graduate Jobs / Internships +Human Resources / HR +Media / Advertising / Branding +",1
"NGO / Non-Profit Associations",8245,"Finance / Accounting / Audit +Graduate Jobs / Internships +ICT / Computer +Media / Advertising / Branding +Procurement / Store-keeping / Supply Chain +Safety and Environment / HSE +Sales / Marketing +",1
"NGO / Non-Profit Associations",8245,"Finance / Accounting / Audit +Graduate Jobs / Internships +Law / Legal +",1
"NGO / Non-Profit Associations",8245,"Finance / Accounting / Audit +Graduate Jobs / Internships +NGO/Non-Profit +",2
"NGO / Non-Profit Associations",8245,"Finance / Accounting / Audit +Graduate Jobs / Internships +NGO/Non-Profit +Project Management +",1
"NGO / Non-Profit Associations",8245,"Finance / Accounting / Audit +Human Resources / HR +",3
"NGO / Non-Profit Associations",8245,"Finance / Accounting / Audit +Human Resources / HR +Logistics +",1
"NGO / Non-Profit Associations",8245,"Finance / Accounting / Audit +ICT / Computer +Media / Advertising / Branding +NGO/Non-Profit +Procurement / Store-keeping / Supply Chain +Sales / Marketing +",1
"NGO / Non-Profit Associations",8245,"Finance / Accounting / Audit +Law / Legal +NGO/Non-Profit +",1
"NGO / Non-Profit Associations",8245,"Finance / Accounting / Audit +Law / Legal +NGO/Non-Profit +Security / Intelligence +",1
"NGO / Non-Profit Associations",8245,"Finance / Accounting / Audit +Logistics +",2
"NGO / Non-Profit Associations",8245,"Finance / Accounting / Audit +Logistics +NGO/Non-Profit +",1
"NGO / Non-Profit Associations",8245,"Finance / Accounting / Audit +NGO/Non-Profit +",74
"NGO / Non-Profit Associations",8245,"Finance / Accounting / Audit +NGO/Non-Profit +Procurement / Store-keeping / Supply Chain +",2
"NGO / Non-Profit Associations",8245,"Finance / Accounting / Audit +NGO/Non-Profit +Project Management +",8
"NGO / Non-Profit Associations",8245,"Finance / Accounting / Audit +Project Management +",8
"NGO / Non-Profit Associations",8245,"Finance / Accounting / Audit +Sales / Marketing +",1
"NGO / Non-Profit Associations",8245,"General +",39
"NGO / Non-Profit Associations",8245,"General +NGO/Non-Profit +",14
"NGO / Non-Profit Associations",8245,"Graduate Jobs / Internships +",82
"NGO / Non-Profit Associations",8245,"Graduate Jobs / Internships + ICT / Computer +",1
"NGO / Non-Profit Associations",8245,"Graduate Jobs / Internships +Hospitality / Hotel / Restaurant +Travels &amp; Tours +",1
"NGO / Non-Profit Associations",8245,"Graduate Jobs / Internships +Human Resources / HR +",11
"NGO / Non-Profit Associations",8245,"Graduate Jobs / Internships +Human Resources / HR +NGO/Non-Profit +",2
"NGO / Non-Profit Associations",8245,"Graduate Jobs / Internships +ICT / Computer +",20
"NGO / Non-Profit Associations",8245,"Graduate Jobs / Internships +ICT / Computer +NGO/Non-Profit +",2
"NGO / Non-Profit Associations",8245,"Graduate Jobs / Internships +Law / Legal +",11
"NGO / Non-Profit Associations",8245,"Graduate Jobs / Internships +Law / Legal +NGO/Non-Profit +",1
"NGO / Non-Profit Associations",8245,"Graduate Jobs / Internships +Logistics +",5
"NGO / Non-Profit Associations",8245,"Graduate Jobs / Internships +Logistics +NGO/Non-Profit +",1
"NGO / Non-Profit Associations",8245,"Graduate Jobs / Internships +Logistics +Procurement / Store-keeping / Supply Chain +",1
"NGO / Non-Profit Associations",8245,"Graduate Jobs / Internships +Media / Advertising / Branding +",24
"NGO / Non-Profit Associations",8245,"Graduate Jobs / Internships +Media / Advertising / Branding +NGO/Non-Profit +",5
"NGO / Non-Profit Associations",8245,"Graduate Jobs / Internships +Media / Advertising / Branding +Sales / Marketing +",3
"NGO / Non-Profit Associations",8245,"Graduate Jobs / Internships +Medical / Health +",1
"NGO / Non-Profit Associations",8245,"Graduate Jobs / Internships +NGO/Non-Profit +",42
"NGO / Non-Profit Associations",8245,"Graduate Jobs / Internships +NGO/Non-Profit +Procurement / Store-keeping / Supply Chain +",1
"NGO / Non-Profit Associations",8245,"Graduate Jobs / Internships +NGO/Non-Profit +Project Management +",8
"NGO / Non-Profit Associations",8245,"Graduate Jobs / Internships +NGO/Non-Profit +Research / Data Analysis +",2
"NGO / Non-Profit Associations",8245,"Graduate Jobs / Internships +NGO/Non-Profit +Sales / Marketing +",1
"NGO / Non-Profit Associations",8245,"Graduate Jobs / Internships +Procurement / Store-keeping / Supply Chain +",15
"NGO / Non-Profit Associations",8245,"Graduate Jobs / Internships +Project Management +",5
"NGO / Non-Profit Associations",8245,"Graduate Jobs / Internships +Real Estate +",1
"NGO / Non-Profit Associations",8245,"Graduate Jobs / Internships +Research / Data Analysis +",4
"NGO / Non-Profit Associations",8245,"Graduate Jobs / Internships +Sales / Marketing +",5
"NGO / Non-Profit Associations",8245,"Graduate Jobs / Internships +Security / Intelligence +",1
"NGO / Non-Profit Associations",8245,"Hospitality / Hotel / Restaurant +",20
"NGO / Non-Profit Associations",8245,"Hospitality / Hotel / Restaurant +Logistics +",1
"NGO / Non-Profit Associations",8245,"Hospitality / Hotel / Restaurant +Media / Advertising / Branding +NGO/Non-Profit +",1
"NGO / Non-Profit Associations",8245,"Human Resources / HR +",213
"NGO / Non-Profit Associations",8245,"Human Resources / HR +ICT / Computer +",2
"NGO / Non-Profit Associations",8245,"Human Resources / HR +NGO/Non-Profit +",26
"NGO / Non-Profit Associations",8245,"Human Resources / HR +NGO/Non-Profit +Project Management +",2
"NGO / Non-Profit Associations",8245,"Human Resources / HR +Project Management +",1
"NGO / Non-Profit Associations",8245,"ICT / Computer +",293
"NGO / Non-Profit Associations",8245,"ICT / Computer +Media / Advertising / Branding +",1
"NGO / Non-Profit Associations",8245,"ICT / Computer +NGO/Non-Profit +",50
"NGO / Non-Profit Associations",8245,"ICT / Computer +Project Management +",4
"NGO / Non-Profit Associations",8245,"ICT / Computer +Research / Data Analysis +",3
"NGO / Non-Profit Associations",8245,"ICT / Computer +Sales / Marketing +",1
"NGO / Non-Profit Associations",8245,"Insurance +",3
"NGO / Non-Profit Associations",8245,"Janitorial Services +",11
"NGO / Non-Profit Associations",8245,"Janitorial Services +NGO/Non-Profit +",1
"NGO / Non-Profit Associations",8245,"Law / Legal +",57
"NGO / Non-Profit Associations",8245,"Law / Legal +NGO/Non-Profit +",10
"NGO / Non-Profit Associations",8245,"Law / Legal +NGO/Non-Profit +Project Management +",4
"NGO / Non-Profit Associations",8245,"Law / Legal +Project Management +",3
"NGO / Non-Profit Associations",8245,"LocationMarsabit",3
"NGO / Non-Profit Associations",8245,"LocationNairobi",12
"NGO / Non-Profit Associations",8245,"Logistics +",60
"NGO / Non-Profit Associations",8245,"Logistics +Medical / Health +",1
"NGO / Non-Profit Associations",8245,"Logistics +NGO/Non-Profit +",9
"NGO / Non-Profit Associations",8245,"Logistics +NGO/Non-Profit +Procurement / Store-keeping / Supply Chain +",5
"NGO / Non-Profit Associations",8245,"Logistics +Procurement / Store-keeping / Supply Chain +",17
"NGO / Non-Profit Associations",8245,"Logistics +Security / Intelligence +",3
"NGO / Non-Profit Associations",8245,"Logistics +Transportation and Driving +",6
"NGO / Non-Profit Associations",8245,"Logistics +Travels &amp; Tours +",1
"NGO / Non-Profit Associations",8245,"Manufacturing +",7
"NGO / Non-Profit Associations",8245,"Manufacturing +NGO/Non-Profit +",1
"NGO / Non-Profit Associations",8245,"Media / Advertising / Branding +",170
"NGO / Non-Profit Associations",8245,"Media / Advertising / Branding +Media / Advertising / Branding +",1
"NGO / Non-Profit Associations",8245,"Media / Advertising / Branding +Media / Advertising / Branding +Media / Advertising / Branding +",1
"NGO / Non-Profit Associations",8245,"Media / Advertising / Branding +Medical / Health +",1
"NGO / Non-Profit Associations",8245,"Media / Advertising / Branding +Medical / Health +NGO/Non-Profit +Project Management +",1
"NGO / Non-Profit Associations",8245,"Media / Advertising / Branding +NGO/Non-Profit +",59
"NGO / Non-Profit Associations",8245,"Media / Advertising / Branding +NGO/Non-Profit +Project Management +",2
"NGO / Non-Profit Associations",8245,"Media / Advertising / Branding +Project Management +",3
"NGO / Non-Profit Associations",8245,"Media / Advertising / Branding +Sales / Marketing +",2
"NGO / Non-Profit Associations",8245,"Medical / Health +",338
"NGO / Non-Profit Associations",8245,"Medical / Health +NGO/Non-Profit +",116
"NGO / Non-Profit Associations",8245,"Medical / Health +NGO/Non-Profit +Project Management +",16
"NGO / Non-Profit Associations",8245,"Medical / Health +NGO/Non-Profit +Research / Data Analysis +",6
"NGO / Non-Profit Associations",8245,"Medical / Health +NGO/Non-Profit +Safety and Environment / HSE +",1
"NGO / Non-Profit Associations",8245,"Medical / Health +Procurement / Store-keeping / Supply Chain +",1
"NGO / Non-Profit Associations",8245,"Medical / Health +Project Management +",9
"NGO / Non-Profit Associations",8245,"Medical / Health +Research / Data Analysis +",8
"NGO / Non-Profit Associations",8245,"MyJobMag +",1
"NGO / Non-Profit Associations",8245,"NGO/Non-Profit +",2049
"NGO / Non-Profit Associations",8245,"NGO/Non-Profit + Project Management +",1
"NGO / Non-Profit Associations",8245,"NGO/Non-Profit + Transportation and Driving +",1
"NGO / Non-Profit Associations",8245,"NGO/Non-Profit +Administration / Secretarial +",1
"NGO / Non-Profit Associations",8245,"NGO/Non-Profit +Building and Construction +Consultancy +",1
"NGO / Non-Profit Associations",8245,"NGO/Non-Profit +Graduate Jobs / Internships +",1
"NGO / Non-Profit Associations",8245,"NGO/Non-Profit +Logistics +",1
"NGO / Non-Profit Associations",8245,"NGO/Non-Profit +Media / Advertising / Branding +",1
"NGO / Non-Profit Associations",8245,"NGO/Non-Profit +Pharmaceutical +",3
"NGO / Non-Profit Associations",8245,"NGO/Non-Profit +Procurement / Store-keeping / Supply Chain +",40
"NGO / Non-Profit Associations",8245,"NGO/Non-Profit +Procurement / Store-keeping / Supply Chain +Project Management +",1
"NGO / Non-Profit Associations",8245,"NGO/Non-Profit +Project Management +",371
"NGO / Non-Profit Associations",8245,"NGO/Non-Profit +Project Management +Research / Data Analysis +",5
"NGO / Non-Profit Associations",8245,"NGO/Non-Profit +Research / Data Analysis +",119
"NGO / Non-Profit Associations",8245,"NGO/Non-Profit +Safety and Environment / HSE +",3
"NGO / Non-Profit Associations",8245,"NGO/Non-Profit +Safety and Environment / HSE +Security / Intelligence +",1
"NGO / Non-Profit Associations",8245,"NGO/Non-Profit +Sales / Marketing +",18
"NGO / Non-Profit Associations",8245,"NGO/Non-Profit +Security / Intelligence +",13
"NGO / Non-Profit Associations",8245,"NGO/Non-Profit +Transportation and Driving +",4
"NGO / Non-Profit Associations",8245,"Pharmaceutical +",29
"NGO / Non-Profit Associations",8245,"Pharmaceutical +Procurement / Store-keeping / Supply Chain +",3
"NGO / Non-Profit Associations",8245,"Procurement / Store-keeping / Supply Chain +",143
"NGO / Non-Profit Associations",8245,"Project Management +",356
"NGO / Non-Profit Associations",8245,"Project Management +Research / Data Analysis +",2
"NGO / Non-Profit Associations",8245,"Project Management +Sales / Marketing +",1
"NGO / Non-Profit Associations",8245,"Real Estate +",2
"NGO / Non-Profit Associations",8245,"Research / Data Analysis +",122
"NGO / Non-Profit Associations",8245,"Research / Data Analysis +NGO/Non-Profit +",1
"NGO / Non-Profit Associations",8245,"Safety and Environment / HSE +",11
"NGO / Non-Profit Associations",8245,"Safety and Environment / HSE +Security / Intelligence +",1
"NGO / Non-Profit Associations",8245,"Sales / Marketing +",112
"NGO / Non-Profit Associations",8245,"Security / Intelligence +",37
"NGO / Non-Profit Associations",8245,"Transportation and Driving +",82
"NGO / Non-Profit Associations",8245,"Travels &amp; Tours +",2
